Time_s,Cadence_spm,GCT_ms,VO_mm
262.0,176,233.0,94.0
263.0,176,233.0,94.0
264.0,178,233.0,94.0
265.0,176,233.0,94.0
266.0,176,233.0,94.0
267.0,176,233.0,94.0
268.0,176,233.0,94.0
269.0,176,233.0,94.0
270.0,178,233.0,94.0
271.0,178,228.0,93.1
272.0,180,225.0,94.1
273.0,178,224.0,94.4
274.0,178,224.0,94.4
275.0,178,224.0,94.4
276.0,178,224.0,94.4
277.0,178,216.0,96.9
278.0,178,204.0,99.8
279.0,178,206.0,100.7
280.0,178,206.0,100.0
281.0,176,206.0,100.8
282.0,176,208.0,104.0
283.0,176,209.0,104.1
284.0,176,211.0,103.6
285.0,176,210.0,101.2
286.0,178,211.0,101.0
287.0,178,215.0,97.2
288.0,178,221.0,95.4
289.0,176,226.0,96.4
290.0,176,227.0,96.1
291.0,178,225.0,94.1
292.0,178,224.0,94.4
293.0,178,225.0,96.8
294.0,178,224.0,97.1
295.0,178,222.0,95.1
296.0,178,223.0,94.7
297.0,180,222.0,92.5
298.0,180,222.0,92.5
299.0,180,222.0,92.5
300.0,182,222.0,92.5
301.0,180,222.0,92.5
302.0,178,224.0,94.4
303.0,178,225.0,94.1
304.0,178,225.0,94.1
305.0,180,226.0,93.8
306.0,178,226.0,93.8
307.0,178,226.0,93.8
308.0,178,226.0,93.8
309.0,178,227.0,93.4
310.0,180,227.0,93.4
311.0,178,227.0,93.4
312.0,178,227.0,93.4
313.0,178,227.0,93.4
314.0,178,227.0,93.4
315.0,180,226.0,93.8
316.0,178,224.0,94.4
317.0,178,221.0,95.4
318.0,178,221.0,95.4
319.0,178,221.0,95.4
320.0,178,222.0,95.1
321.0,178,223.0,94.7
322.0,178,223.0,94.7
323.0,178,224.0,94.4
324.0,178,224.0,94.4
325.0,178,224.0,94.4
326.0,178,224.0,94.4
327.0,180,222.0,92.5
328.0,180,223.0,92.2
329.0,178,225.0,94.1
330.0,178,225.0,94.1
331.0,178,227.0,96.1
332.0,178,227.0,96.1
333.0,178,225.0,94.1
334.0,178,225.0,94.1
335.0,178,225.0,94.1
336.0,178,225.0,94.1
337.0,178,204.0,99.8
338.0,178,213.0,97.8
339.0,178,219.0,96.0
340.0,178,223.0,94.7
341.0,178,214.0,97.5
342.0,180,214.0,97.5
343.0,180,215.0,97.2
344.0,178,215.0,97.2
345.0,178,221.0,95.4
346.0,178,224.0,94.4
347.0,178,224.0,94.4
348.0,178,222.0,95.1
349.0,178,220.0,95.7
350.0,178,219.0,96.0
351.0,178,220.0,98.3
352.0,178,220.0,98.3
353.0,178,221.0,98.0
354.0,178,222.0,97.7
355.0,178,222.0,97.7
356.0,176,222.0,97.7
357.0,178,223.0,97.4
358.0,178,222.0,97.7
359.0,178,220.0,95.7
360.0,178,219.0,96.0
361.0,178,222.0,97.7
362.0,178,222.0,97.7
363.0,176,222.0,97.7
364.0,178,223.0,97.4
365.0,178,221.0,95.4
366.0,178,221.0,95.4
367.0,178,221.0,95.4
368.0,178,220.0,95.7
369.0,178,219.0,96.0
370.0,178,218.0,96.3
371.0,178,217.0,96.6
372.0,178,216.0,96.9
373.0,178,219.0,98.6
374.0,178,220.0,98.3
375.0,178,220.0,95.7
376.0,178,220.0,95.7
377.0,178,220.0,95.7
378.0,178,220.0,95.7
379.0,178,220.0,95.7
380.0,178,223.0,97.4
381.0,176,223.0,97.4
382.0,176,223.0,97.4
383.0,176,223.0,97.4
384.0,176,223.0,97.4
385.0,176,224.0,97.1
386.0,176,224.0,97.1
387.0,176,225.0,96.8
388.0,176,224.0,97.1
389.0,178,221.0,95.4
390.0,178,222.0,95.1
391.0,178,222.0,95.1
392.0,176,225.0,96.8
393.0,176,226.0,96.4
394.0,176,227.0,96.1
395.0,178,227.0,96.1
396.0,176,226.0,96.4
397.0,176,214.0,100.1
398.0,176,206.0,101.9
399.0,176,206.0,101.7
400.0,178,209.0,101.5
401.0,178,212.0,98.1
402.0,178,215.0,97.2
403.0,176,218.0,98.9
404.0,176,216.0,99.5
405.0,178,214.0,100.1
406.0,178,210.0,98.6
407.0,178,209.0,98.9
408.0,178,209.0,98.9
409.0,178,211.0,101.0
410.0,176,212.0,100.7
411.0,178,214.0,100.1
412.0,178,214.0,100.1
413.0,178,215.0,99.8
414.0,178,217.0,99.2
415.0,178,218.0,98.9
416.0,178,216.0,96.9
417.0,178,215.0,97.2
418.0,180,215.0,97.2
419.0,178,215.0,97.2
420.0,176,217.0,99.2
421.0,176,216.0,99.5
422.0,178,217.0,99.2
423.0,178,216.0,96.9
424.0,178,218.0,96.3
425.0,178,218.0,96.3
426.0,178,218.0,96.3
427.0,178,218.0,96.3
428.0,176,219.0,98.6
429.0,178,219.0,98.6
430.0,178,219.0,98.6
431.0,178,219.0,98.6
432.0,178,218.0,98.9
433.0,176,217.0,99.2
434.0,178,215.0,99.8
435.0,178,214.0,100.1
436.0,178,212.0,98.1
437.0,178,212.0,98.1
438.0,178,213.0,97.8
439.0,178,214.0,97.5
440.0,178,218.0,98.9
441.0,176,220.0,98.3
442.0,176,220.0,98.3
443.0,176,219.0,98.6
444.0,178,219.0,98.6
445.0,178,218.0,98.9
446.0,178,215.0,97.2
447.0,178,213.0,97.8
448.0,178,214.0,97.5
449.0,176,217.0,99.2
450.0,178,218.0,98.9
451.0,176,218.0,98.9
452.0,176,219.0,98.6
453.0,176,219.0,98.6
454.0,176,219.0,98.6
455.0,176,217.0,99.2
456.0,176,209.0,101.5
457.0,178,206.0,100.1
458.0,176,206.0,98.5
459.0,176,206.0,99.0
460.0,176,206.0,100.5
461.0,176,206.0,101.1
462.0,178,206.0,101.5
463.0,176,206.0,101.8
464.0,176,206.0,102.0
465.0,176,206.0,102.1
466.0,176,206.0,102.1
467.0,178,207.0,102.0
468.0,176,208.0,101.8
469.0,176,212.0,100.7
470.0,176,215.0,99.8
471.0,178,214.0,97.5
472.0,178,214.0,97.5
473.0,178,216.0,99.5
474.0,178,214.0,100.1
475.0,176,214.0,100.1
476.0,178,211.0,98.3
477.0,178,211.0,98.3
478.0,178,211.0,98.3
479.0,178,212.0,98.0
480.0,178,211.0,98.3
481.0,178,213.0,100.4
482.0,176,213.0,100.4
483.0,178,213.0,100.4
484.0,178,211.0,98.3
485.0,180,211.0,98.3
486.0,178,212.0,98.0
487.0,178,212.0,98.0
488.0,178,214.0,100.1
489.0,178,215.0,99.8
490.0,178,214.0,97.5
491.0,178,214.0,97.5
492.0,178,216.0,99.5
493.0,178,214.0,100.1
494.0,176,213.0,100.4
495.0,178,212.0,100.7
496.0,178,209.0,98.9
497.0,178,208.0,99.1
498.0,178,207.0,99.4
499.0,178,206.0,99.7
500.0,178,207.0,102.0
501.0,176,206.0,102.3
502.0,176,206.0,102.3
503.0,176,206.0,102.2
504.0,178,206.0,102.2
505.0,178,204.0,100.0
506.0,178,204.0,100.0
507.0,178,204.0,100.1
508.0,178,204.0,100.1
509.0,178,206.0,102.1
510.0,178,204.0,100.1
511.0,178,210.0,101.2
512.0,178,215.0,99.8
513.0,176,212.0,100.7
514.0,178,210.0,101.2
515.0,176,206.0,102.2
516.0,178,204.0,99.1
517.0,178,206.0,99.7
518.0,178,206.0,98.9
519.0,178,206.0,100.1
520.0,176,206.0,101.3
521.0,176,206.0,101.8
522.0,176,206.0,102.0
523.0,178,207.0,102.0
524.0,178,211.0,98.3
525.0,178,215.0,97.2
526.0,176,210.0,101.2
527.0,176,209.0,101.5
528.0,178,207.0,102.0
529.0,178,206.0,102.3
530.0,178,206.0,102.3
531.0,176,206.0,102.2
532.0,176,206.0,102.1
533.0,176,206.0,102.1
534.0,176,206.0,102.0
535.0,178,206.0,102.0
536.0,176,206.0,102.0
537.0,178,204.0,99.9
538.0,178,204.0,99.9
539.0,178,204.0,99.9
540.0,180,204.0,99.9
541.0,178,204.0,99.9
542.0,176,206.0,102.0
543.0,176,206.0,101.9
544.0,176,206.0,101.9
545.0,178,206.0,102.0
546.0,176,206.0,102.0
547.0,176,206.0,102.0
548.0,176,206.0,102.0
549.0,176,206.0,102.0
550.0,176,208.0,104.2
551.0,176,208.0,104.2
552.0,176,206.0,102.0
553.0,178,204.0,99.9
554.0,178,204.0,99.9
555.0,178,206.0,101.9
556.0,178,206.0,101.9
557.0,176,206.0,101.9
558.0,176,206.0,101.9
559.0,176,206.0,101.9
560.0,176,206.0,101.9
561.0,178,206.0,101.9
562.0,178,204.0,99.8
563.0,178,204.0,99.8
564.0,178,204.0,99.8
565.0,178,206.0,101.8
566.0,178,206.0,101.8
567.0,178,206.0,101.8
568.0,178,204.0,99.8
569.0,178,204.0,99.8
570.0,178,204.0,99.8
571.0,178,204.0,99.8
572.0,178,204.0,99.8
573.0,178,204.0,99.8
574.0,178,204.0,99.8
575.0,178,204.0,99.8
576.0,178,204.0,99.4
577.0,178,206.0,101.1
578.0,176,206.0,100.8
579.0,176,206.0,100.9
580.0,176,206.0,101.1
581.0,178,206.0,101.2
582.0,178,204.0,99.2
583.0,178,204.0,99.2
584.0,180,204.0,99.2
585.0,180,204.0,99.2
586.0,180,202.0,97.2
587.0,180,202.0,97.3
588.0,178,204.0,99.2
589.0,178,206.0,101.2
590.0,176,206.0,101.2
591.0,178,206.0,101.2
592.0,178,204.0,99.2
593.0,178,204.0,99.3
594.0,178,204.0,99.4
595.0,178,204.0,99.5
596.0,178,204.0,99.5
597.0,178,204.0,99.6
598.0,178,204.0,99.6
599.0,178,204.0,99.6
600.0,178,204.0,99.7
601.0,180,204.0,99.7
602.0,180,202.0,97.7
603.0,180,202.0,97.7
604.0,180,202.0,97.7
605.0,182,202.0,97.7
606.0,182,202.0,97.6
607.0,180,202.0,97.5
608.0,180,202.0,97.4
609.0,180,202.0,97.3
610.0,180,202.0,97.3
611.0,180,202.0,97.4
612.0,180,202.0,97.5
613.0,180,202.0,97.5
614.0,180,202.0,97.6
615.0,180,202.0,97.6
616.0,180,202.0,97.6
617.0,180,202.0,97.6
618.0,178,204.0,99.5
619.0,178,204.0,99.5
620.0,178,206.0,101.5
621.0,176,206.0,101.6
622.0,178,206.0,101.6
623.0,178,204.0,99.5
624.0,178,204.0,99.5
625.0,178,204.0,99.5
626.0,178,204.0,99.4
627.0,178,204.0,99.4
628.0,178,204.0,99.4
629.0,178,206.0,101.4
630.0,178,206.0,101.4
631.0,178,206.0,101.4
632.0,178,204.0,99.4
633.0,178,204.0,99.4
634.0,178,204.0,99.4
635.0,178,204.0,99.4
636.0,178,204.0,98.9
637.0,178,204.0,98.4
638.0,178,204.0,98.1
639.0,178,204.0,98.6
640.0,178,204.0,98.9
641.0,180,202.0,96.9
642.0,180,202.0,96.9
643.0,180,202.0,96.8
644.0,180,202.0,96.8
645.0,180,202.0,96.8
646.0,180,202.0,97.0
647.0,180,202.0,97.1
648.0,180,202.0,97.1
649.0,178,204.0,99.1
650.0,178,204.0,99.0
651.0,178,204.0,99.0
652.0,180,202.0,97.0
653.0,182,202.0,97.1
654.0,180,202.0,97.2
655.0,180,202.0,97.2
656.0,180,202.0,97.2
657.0,182,202.0,97.1
658.0,182,202.0,97.1
659.0,180,204.0,99.1
660.0,178,204.0,99.0
661.0,178,204.0,99.0
662.0,178,204.0,99.0
663.0,180,204.0,99.0
664.0,180,202.0,97.1
665.0,180,202.0,97.1
666.0,178,204.0,99.1
667.0,178,204.0,99.2
668.0,178,204.0,99.2
669.0,180,204.0,99.3
670.0,180,202.0,97.3
671.0,180,202.0,97.3
672.0,180,202.0,97.3
673.0,180,202.0,97.3
674.0,180,202.0,97.3
675.0,180,202.0,97.3
676.0,178,204.0,99.2
677.0,178,204.0,99.2
678.0,178,204.0,99.2
679.0,178,204.0,99.2
680.0,178,204.0,99.2
681.0,178,204.0,99.2
682.0,178,204.0,99.2
683.0,178,204.0,99.2
684.0,178,204.0,99.2
685.0,178,204.0,99.2
686.0,178,204.0,99.1
687.0,178,204.0,99.1
688.0,178,204.0,99.0
689.0,178,204.0,99.0
690.0,178,204.0,99.0
691.0,178,204.0,99.0
